term,match_method,blob_key,blob_url
Oidium,exact/base,Oidium,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oidium.jpg
Un-shudring kasalligi,exact/base,Un shudring kasalligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Un-shudring-kasalligi.jpg
Kashtan (Castanea),exact/base,Kashtan,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kashtan.jpg
Pakana o‘simliklar,exact/base,Pakana o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pakana-o‘simliklar.jpg
Salviya,exact/base,Salviya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Salviya.jpg
Lola daraxti (Liriodendron tulipifera L.),exact/base,Lola daraxti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Lola-daraxti.jpg
Majnuntol (Salix babylonica L.),exact/base,Majnuntol,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Majnuntol.jpg
Shumg‘iya (Orobanche),fuzzy>=0.94,Shumgiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shumgiya.jpg
Zarpechak (Cuscuta L.),exact/base,Zarpechak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zarpechak.jpg
Rabatka,exact/base,Rabatka,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rabatka.jpg
Massiv,exact/base,Massiv,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Massiv.jpg
Parter,exact/base,Parter,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Parter.jpg
Alpinariy,exact/base,Alpinariy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Alpinariy.jpg
Kontrast,exact/base,Kontrast,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kontrast.jpg
Garmonik,exact/base,Garmonik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Garmonik.jpg
Peyzaj uslubi,exact/base,Peyzaj uslubi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Peyzaj-uslubi.jpg
Soliter,exact/base,Soliter,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Soliter.jpg
Muntazam kompozitsiyalar,exact/base,Muntazam kompozitsiyalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Muntazam-kompozitsiyalar.jpg
Modulli bog‘,exact/base,Modulli bog‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Modulli-bog‘.jpg
Monosad,exact/base,Monosad,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Monosad.jpg
Rokariy,exact/base,Rokariy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rokariy.jpg
Bog‘-parklar,exact/base,Bog‘ parklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bog‘-parklar.jpg
Soyasevar,exact/base,Soyasevar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Soyasevar.jpg
Kanada bagryannigi (Cercis canadensis L.),exact/base,Kanada bagryannigi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kanada-bagryannigi.jpg
Doim yashil sarv (Cupressus sempervirens L.),exact/base,Doim yashil sarv,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Doim-yashil-sarv.jpg
Siyrak shoxli magnoliya (Magnolia denudata Desr.),exact/base,Siyrak shoxli magnoliya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Siyrak-shoxli-magnoliya.jpg
Shamshod (Buxus L.),exact/base,Shamshod,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shamshod.jpg
Soyaga chidamli,exact/base,Soyaga chidamli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Soyaga-chidamli.jpg
Sovuqqa chidamli,missing,,
Transheya,exact/base,Transheya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Transheya.jpg
Yaproqbargli daraxt,exact/base,Yaproqbargli daraxt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yaproqbargli-daraxt.jpg
Barg to‘kuvchi daraxt,exact/base,Barg to‘kuvchi daraxt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Barg-to‘kuvchi-daraxt.jpg
Doim yashil daraxt,exact/base,Doim yashil daraxt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Doim-yashil-daraxt.jpg
Meva ko‘chatzori,exact/base,Meva ko‘chatzori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Meva-ko‘chatzori.jpg
Urug‘ko‘chat ko‘chatzori,exact/base,Urug‘ko‘chat ko‘chatzori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘ko‘chat-ko‘chatzori.jpg
Ekish muddati,exact/base,Ekish muddati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ekish-muddati.jpg
Sukkulentlar,exact/base,Sukkulentlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sukkulentlar.jpg
Drenaj,exact/base,Drenaj,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Drenaj.jpg
Tana so‘ruvchi novdalar,exact/base,Tana so‘ruvchi novdalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tana-so‘ruvchi-novdalar.jpg
Yozgi kesish,exact/base,Yozgi kesish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yozgi-kesish.jpg
Qishki kesish,exact/base,Qishki kesish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qishki-kesish.jpg
Profilaktik tadbirlar,exact/base,Profilaktik tadbirlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Profilaktik-tadbirlar.jpg
Bog‘larni tutunlatish,exact/base,Bog‘larni tutunlatish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bog‘larni-tutunlatish.jpg
Bog‘larni isitish,exact/base,Bog‘larni isitish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bog‘larni-isitish.jpg
Qora sovuq,exact/base,Qora sovuq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qora-sovuq.jpg
Sho‘rga chidamlilik,exact/base,Sho‘rga chidamlilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sho‘rga-chidamlilik.jpg
Yaruslilik,exact/base,Yaruslilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yaruslilik.jpg
Kallyus,exact/base,Kallyus,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kallyus.jpg
So‘ruvchi ildizlar,exact/base,So‘ruvchi ildizlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/So‘ruvchi-ildizlar.jpg
O‘tkazuvchi ildizlar,exact/base,O‘tkazuvchi ildizlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘tkazuvchi-ildizlar.jpg
O‘q ildiz,fuzzy>=0.94,Oq ildiz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oq-ildiz.jpg
Popuk ildizlar,exact/base,Popuk ildizlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Popuk-ildizlar.jpg
Vertikal ildizlar,missing,,
Gorizontal ildizlar,exact/base,Gorizontal ildizlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gorizontal-ildizlar.jpg
Yon ildizlar,exact/base,Yon ildizlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yon-ildizlar.jpg
Qurish davri,exact/base,Qurish davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qurish-davri.jpg
Skelet shoxlar,exact/base,Skelet shoxlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Skelet-shoxlar.jpg
O‘suv shoxlar,exact/base,O‘suv shoxlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘suv-shoxlar.jpg
Meva shoxlari,missing,,
Yarim skelet shoxlar,exact/base,Yarim skelet shoxlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yarim-skelet-shoxlar.jpg
Affinitet,exact/base,Affinitet,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Affinitet.jpg
Xloroz,exact/base,Xloroz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xloroz.jpg
Qator oralari ekinlari,exact/base,Qator oralari ekinlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qator-oralari-ekinlari.jpg
Bog‘ kvartali,exact/base,Bog‘ kvartali,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bog‘-kvartali.jpg
Bog‘ qatori,exact/base,Bog‘ qatori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Bog‘-qatori.jpg
Ekish sxemasi,exact/base,Ekish sxemasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ekish-sxemasi.jpg
Dixogamiya,exact/base,Dixogamiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Dixogamiya.jpg
Klon payvandtag,exact/base,Klon payvandtag,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klon-payvandtag.jpg
Ildiz qalamchasi,exact/base,Ildiz qalamchasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildiz-qalamchasi.jpg
Yog‘ochlashgan qalamcha,exact/base,Yog‘ochlashgan qalamcha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yog‘ochlashgan-qalamcha.jpg
Yashil qalamcha,exact/base,Yashil qalamcha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yashil-qalamcha.jpg
Siderat ekin,exact/base,Siderat ekin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Siderat-ekin.jpg
Vertikal parxish,exact/base,Vertikal parxish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vertikal-parxish.jpg
Gorizontal parxish,exact/base,Gorizontal parxish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gorizontal-parxish.jpg
Mevalarni siyraklashtirish,exact/base,Mevalarni siyraklashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mevalarni-siyraklashtirish.jpg
Gullarni siyraklashtirish,exact/base,Gullarni siyraklashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gullarni-siyraklashtirish.jpg
Antosian,exact/base,Antosian,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Antosian.jpg
Kimyoviy siyraklashtirish,exact/base,Kimyoviy siyraklashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kimyoviy-siyraklashtirish.jpg
Siyraklashtirib kesish,exact/base,Siyraklashtirib kesish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Siyraklashtirib-kesish.jpg
Anorchilik,exact/base,Anorchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Anorchilik.jpg
Halqalash,exact/base,Halqalash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Halqalash.jpg
Sanitariya butashi,exact/base,Sanitariya butashi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sanitariya-butashi.jpg
Kosasimon shakl,exact/base,Kosasimon shakl,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kosasimon-shakl.jpg
Palmetta shakli,exact/base,Palmetta shakli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Palmetta-shakli.jpg
Urug‘ payvandtag,exact/base,Urug‘ payvandtag,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘-payvandtag.jpg
Oraliq payvand,exact/base,Oraliq payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oraliq-payvand.jpg
Protoginiya,missing,,
